source_index,source_channel,source_video_id,source_url,source_title,source_transcript_chars,rank,candidate_video_id,candidate_url,candidate_title,candidate_channel,candidate_channel_id,candidate_channel_url,match_type,score,notes
24,人生は七色,diw_W2B8YVk,https://www.youtube.com/watch?v=diw_W2B8YVk,あのまま終わると思っていた野球少年の運命は、たこ焼き屋亭主との出会いですべてが変わったのでした,0,1,VI7xdchFB20,https://www.youtube.com/watch?v=VI7xdchFB20,あのまま終わると思っていた野球少年の運命は、たこ焼き屋亭主との出会いですべてが変わったのでした,心を癒す物語,UCAaZLpf37ZsSi-Icrvq0yQw,https://www.youtube.com/channel/UCAaZLpf37ZsSi-Icrvq0yQw,exact_normalized,1.0,new_youtube_search_title_match
25,人生は七色,4zeZXnAl5Jk,https://www.youtube.com/watch?v=4zeZXnAl5Jk,新社長に即刻解雇された老人はAIには替えられない本物の技術者でした・・・,18318,1,6Cu5J7lGEYc,https://www.youtube.com/watch?v=6Cu5J7lGEYc,新社長に即刻解雇された老人はAIには替えられない本物の技術者でした・・・,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
26,人生は七色,uHo6zJGiie4,https://www.youtube.com/watch?v=uHo6zJGiie4,「シングルマザー」が理由で落とされた青年。数年後、面接官は青年のお店に泣きついていたのです【感動ストーリー】,19416,1,Kk38ME5DeOI,https://www.youtube.com/watch?v=Kk38ME5DeOI,「シングルマザー」が理由で落とされた青年。数年後、面接官は青年のお店に泣きついていたのです【感動ストーリー】,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
26,人生は七色,uHo6zJGiie4,https://www.youtube.com/watch?v=uHo6zJGiie4,「シングルマザー」が理由で落とされた青年。数年後、面接官は青年のお店に泣きついていたのです【感動ストーリー】,19416,2,X9vgiiMAnGw,https://www.youtube.com/watch?v=X9vgiiMAnGw,「シングルマザー」が理由で落とされた青年。数年後、面接官は青年のお店に泣きついていたのです【感動ストーリー】,人生100年スタイル,UCebBuYRk-QxdTdGTu7596gg,https://www.youtube.com/channel/UCebBuYRk-QxdTdGTu7596gg,exact_normalized,1.0,new_youtube_search_title_match
28,人生は七色,tCYuZ3Eo20U,https://www.youtube.com/watch?v=tCYuZ3Eo20U,「汚ねぇジジイと犬はどっか行け！」大雨の中、罵声を浴びせた動物病院の院長。しかし、ホームレスだけが知る“ある秘密”の暴露で人生崩壊…,17104,1,ASlRw60RCaQ,https://www.youtube.com/watch?v=ASlRw60RCaQ,「汚ねぇジジイと犬はどっか行け！」大雨の中、罵声を浴びせた動物病院の院長。しかし、ホームレスだけが知る“ある秘密”の暴露で人生崩壊…,人生100年スタイル,UCebBuYRk-QxdTdGTu7596gg,https://www.youtube.com/channel/UCebBuYRk-QxdTdGTu7596gg,exact_normalized,1.0,new_youtube_search_title_match
28,人生は七色,tCYuZ3Eo20U,https://www.youtube.com/watch?v=tCYuZ3Eo20U,「汚ねぇジジイと犬はどっか行け！」大雨の中、罵声を浴びせた動物病院の院長。しかし、ホームレスだけが知る“ある秘密”の暴露で人生崩壊…,17104,2,ll-wkqMwc1A,https://www.youtube.com/watch?v=ll-wkqMwc1A,「汚ねぇジジイと犬はどっか行け！」大雨の中、罵声を浴びせた動物病院の院長。しかし、ホームレスだけが知る“ある秘密”の暴露で人生崩壊…,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
28,人生は七色,tCYuZ3Eo20U,https://www.youtube.com/watch?v=tCYuZ3Eo20U,「汚ねぇジジイと犬はどっか行け！」大雨の中、罵声を浴びせた動物病院の院長。しかし、ホームレスだけが知る“ある秘密”の暴露で人生崩壊…,17104,3,q8pw-YMlQYw,https://www.youtube.com/watch?v=q8pw-YMlQYw,「汚ねぇジジイと犬はどっか行け！」大雨の中、罵声を浴びせた動物病院の院長。しかし、ホームレスだけが知る“ある秘密”の暴露で人生崩壊…,人生100年ノート,UCgNKM6xYROljMWYXy49BztA,https://www.youtube.com/channel/UCgNKM6xYROljMWYXy49BztA,exact_normalized,1.0,new_youtube_search_title_match
29,人生は七色,3qoka-rukQs,https://www.youtube.com/watch?v=3qoka-rukQs,「女はお茶汲みでもしてろ」派閥内で見下された女性議員。ある日、彼女のもとに総理大臣から1本の電話が…【スカッと】,14757,1,NneRNt0NVgc,https://www.youtube.com/watch?v=NneRNt0NVgc,「女はお茶汲みでもしてろ」派閥内で見下された女性議員。ある日、彼女のもとに総理大臣から1本の電話が…【スカッと】,人生100年スタイル,UCebBuYRk-QxdTdGTu7596gg,https://www.youtube.com/channel/UCebBuYRk-QxdTdGTu7596gg,exact_normalized,1.0,new_youtube_search_title_match
29,人生は七色,3qoka-rukQs,https://www.youtube.com/watch?v=3qoka-rukQs,「女はお茶汲みでもしてろ」派閥内で見下された女性議員。ある日、彼女のもとに総理大臣から1本の電話が…【スカッと】,14757,2,b0l_rV3zw7M,https://www.youtube.com/watch?v=b0l_rV3zw7M,「女はお茶汲みでもしてろ」派閥内で見下された女性議員。ある日、彼女のもとに総理大臣から1本の電話が…【スカッと】,人生100年ノート,UCgNKM6xYROljMWYXy49BztA,https://www.youtube.com/channel/UCgNKM6xYROljMWYXy49BztA,exact_normalized,1.0,new_youtube_search_title_match
29,人生は七色,3qoka-rukQs,https://www.youtube.com/watch?v=3qoka-rukQs,「女はお茶汲みでもしてろ」派閥内で見下された女性議員。ある日、彼女のもとに総理大臣から1本の電話が…【スカッと】,14757,3,C2gvmn4ulqw,https://www.youtube.com/watch?v=C2gvmn4ulqw,「女はお茶汲みでもしてろ」派閥内で見下された女性議員。ある日、彼女のもとに総理大臣から1本の電話が…【スカッと】,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
30,人生は七色,NQrbv-CRPww,https://www.youtube.com/watch?v=NQrbv-CRPww,決してエリート街道ではなかった新人女性議員は、国の緊急事態に能力を開花させた,17359,1,a7ASLLLVFRw,https://www.youtube.com/watch?v=a7ASLLLVFRw,決してエリート街道ではなかった新人女性議員は、国の緊急事態に能力を開花させた,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
31,人生は七色,Zphmxo2wqgI,https://www.youtube.com/watch?v=Zphmxo2wqgI,「最期ぐらいは誰かのために」余命宣告を受けた老人が街のホームレスたちに豚汁を振舞った結果…,13489,1,3NiBBAbD4xk,https://www.youtube.com/watch?v=3NiBBAbD4xk,「最期ぐらいは誰かのために」余命宣告を受けた老人が街のホームレスたちに豚汁を振舞った結果…,人生100年スタイル,UCebBuYRk-QxdTdGTu7596gg,https://www.youtube.com/channel/UCebBuYRk-QxdTdGTu7596gg,exact_normalized,1.0,new_youtube_search_title_match
31,人生は七色,Zphmxo2wqgI,https://www.youtube.com/watch?v=Zphmxo2wqgI,「最期ぐらいは誰かのために」余命宣告を受けた老人が街のホームレスたちに豚汁を振舞った結果…,13489,2,oyaVroS9fRg,https://www.youtube.com/watch?v=oyaVroS9fRg,「最期ぐらいは誰かのために」余命宣告を受けた老人が街のホームレスたちに豚汁を振舞った結果…,人生100年ノート,UCgNKM6xYROljMWYXy49BztA,https://www.youtube.com/channel/UCgNKM6xYROljMWYXy49BztA,exact_normalized,1.0,new_youtube_search_title_match
31,人生は七色,Zphmxo2wqgI,https://www.youtube.com/watch?v=Zphmxo2wqgI,「最期ぐらいは誰かのために」余命宣告を受けた老人が街のホームレスたちに豚汁を振舞った結果…,13489,3,-PK3L3uyZOQ,https://www.youtube.com/watch?v=-PK3L3uyZOQ,「最期ぐらいは誰かのために」余命宣告を受けた老人が街のホームレスたちに豚汁を振舞った結果…,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
32,人生は七色,TVZB760puOE,https://www.youtube.com/watch?v=TVZB760puOE,創業40年のNYに佇む日本人経営の鮨屋は廃業寸前に追い込まれるも“一つの動画”をきっかけに様変わりする,13822,1,Nqkav8Br8Qg,https://www.youtube.com/watch?v=Nqkav8Br8Qg,創業40年のNYに佇む日本人経営の鮨屋は廃業寸前に追い込まれるも“一つの動画”をきっかけに様変わりする,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
32,人生は七色,TVZB760puOE,https://www.youtube.com/watch?v=TVZB760puOE,創業40年のNYに佇む日本人経営の鮨屋は廃業寸前に追い込まれるも“一つの動画”をきっかけに様変わりする,13822,2,9ln0uSEmLa0,https://www.youtube.com/watch?v=9ln0uSEmLa0,創業40年のNYに佇む日本人経営の鮨屋は廃業寸前に追い込まれるも“一つの動画”をきっかけに様変わりする,人生100年ノート,UCgNKM6xYROljMWYXy49BztA,https://www.youtube.com/channel/UCgNKM6xYROljMWYXy49BztA,exact_normalized,1.0,new_youtube_search_title_match
34,人生は七色,8hMohuDLTKM,https://www.youtube.com/watch?v=8hMohuDLTKM,娘の結婚式で狂ったように吠える柴犬。数分後、警察がやってきて衝撃の事実が発覚する…,10882,1,Ew27Dvbz2WA,https://www.youtube.com/watch?v=Ew27Dvbz2WA,娘の結婚式で狂ったように吠える柴犬。数分後、警察がやってきて衝撃の事実が発覚する…,人生の運命劇場,UC5EWsuNoDrwFQa4uapKaIHg,https://www.youtube.com/channel/UC5EWsuNoDrwFQa4uapKaIHg,exact_normalized,1.0,new_youtube_search_title_match
34,人生は七色,8hMohuDLTKM,https://www.youtube.com/watch?v=8hMohuDLTKM,娘の結婚式で狂ったように吠える柴犬。数分後、警察がやってきて衝撃の事実が発覚する…,10882,2,1iZvecKMJOI,https://www.youtube.com/watch?v=1iZvecKMJOI,娘の結婚式で狂ったように吠える柴犬。数分後、警察がやってきて衝撃の事実が発覚する…,人生は素晴らしい,UCXpRLTLrOTjkI4_1EidJj7w,https://www.youtube.com/channel/UCXpRLTLrOTjkI4_1EidJj7w,exact_normalized,1.0,new_youtube_search_title_match
