video_id,thumbnail_text,note
1eQQdcMUSJA,「ね、可愛いでしょ？」姉から会社の後輩美女を紹介された俺 俺が高校時代振った元カノが現れた結果...,gemini_ocr
1edKZUxGtas,「消毒しなきゃ♪」 ボスママに嘲笑された私 5分後、大量の黒塗り高級車が現れ..,gemini_ocr
1gUonU7nZ9k,人生の温もり パン工房 タカハシ メロンパンを万引きした少女 15年後、パン職人を救った理由,gemini_ocr
1glN3cwBsy4,借金の取り立てに行く度にヤクザに助けを求める少年 怪しく思って密かに家に盗聴器を仕掛けた結果…,gemini_ocr
1iTLOuZx_Co,「さっさと遺産持ってこい！」 夫と義母が勝手に実家を解体 その後、笑いながら告げた真実に驚愕する二人,gemini_ocr
1lpwD3pvRqg,「他銀へ変える？どうぞどうぞw」「では、移します」5秒毎に10億が送金され,gemini_ocr
1n7etYINwSA,ヤクザを助けたいじめられっ子 後日、不良たちが彼を囲った瞬間..,gemini_ocr
1oWs5Imxo2k,「この子は俺の家族だ」 両親が他界し親戚に見捨てられた少女 廃業寸前の蕎麦屋の店主が引き取った結果…,gemini_ocr
1ouVHAfaJfs,老人に全財産1680円を渡した貧乏女子高生 翌日、黒塗りの高級車が現れ…,gemini_ocr
1p7a7mlBywo,方言丸出し就活生を門前払いした面接官 彼女が年商100億の後継者と知り顔面蒼白...,gemini_ocr
1pwcVkbnW4M,余命わずかな私に「早くくたばれ」と笑う嫁 その暴言を録音していた夫が怒り 息子夫婦に「絶縁状」を突きつけて地獄を見せた,gemini_ocr
1sNX0BltINE,大雪の夜、財布を拾ってくれたボロボロの少女 お礼に温かいご飯と寝床をふるまった結果…,gemini_ocr
1vm9KjlTZr0,極寒の夜、スマホを拾ってくれたアザだらけの少女 お礼にすき焼きをご馳走した結果…,gemini_ocr
1xttbijzltg,「ご主人、清掃員ってマジ？w」 同窓会でゲラゲラ笑われた地味な女性、次の瞬間 黒服50人現れ「オーナー準備整いました」,gemini_ocr
1ziwGBhUAuI,「年収140万でスポンサー!?w」同窓会で笑われる女性 司会者「ドルですよ」同級生「え？…」,gemini_ocr
20hXKGW-H_4,極道の妻「キャンセル料？払う訳ないでしょw」数分後、最強の総長が登場し..,gemini_ocr
21GguF4EiMc,銀行員「貧乏人はお帰りください」そう言われた直後、私は100億引き出した途端に行員一同は震え出して、必死に謝罪してきた,gemini_ocr
24DlCGfG2XA,「娘が心配なら100万払えw」 下校中の女子高生 に絡む自称ヤクザ達 母「その子は危険よ！！今すぐ逃げなさい！」,gemini_ocr
24gBPaiJNX8,「親のいないお前と結婚するわけないだろw」同級生の社長令息から結婚ドタキャンされた孫 直後、祖母「覚悟はよろしいですか?」令息「え?」,gemini_ocr
26C94S2qTEc,お爺さんに500円をあげた貧乏な少女 翌日、彼女の前に黒塗りの高級車が現れて…,gemini_ocr
2C1PMBSW3eU,「迷惑行為が確認されましたここで降りてください」ヤンキー「はぁ(怒)」「いえ、あなたではありません」,gemini_ocr
2Dh0ail3Afo,「葬式ごときで有給取るな！」部長に怒鳴られた新人OL 「…わかりました」辞表提出の翌日、会社中が凍りついた…,gemini_ocr
2FVfSnc4fN8,人生は七色 炎天下の中、パンクで立ち往生する20代女性 ホームレスが車イスのタイヤを修理した結果,gemini_ocr
2HqkLccT0Xs,授業参観でボロ服作業着の父を見てゲラゲラ笑う保護者たち 父「10億の寄付はやめます」保護者「え?…」,gemini_ocr
2NkHiMThS_o,「お母さん、もう来ないのかな」 お店の前で置き去りにされた目が見えない少女 借金まみれの店長が保護した結果…,gemini_ocr
2PqZbnQZTRc,新幹線トラブルで5時間足止めの台湾人女性 廃業寸前の焼肉屋店主が助けたらまさかの結末に…,gemini_ocr
2QM9L9Afskk,亡くなった母の携帯を開くと、ある通知が 翌日、孤児3姉弟の前に15の奇跡が起こりはじめる…,gemini_ocr
2SxwsbmJ-xc,所持金0円のびしょ濡れ少女 倒産寸前の主人が無料にしてあげた結果,gemini_ocr
2UYCvmo7AsY,「親子そろって中卒の底辺家族だなw」 同窓会で銀行役員に一家を嘲笑された私(60歳) バッグからあるものを取り出すと彼は震え出し…,gemini_ocr
2WJVks7GQD8,人生の温もり 柔道で暴漢を投げ飛ばした女子高生 翌日ベンツの列が学校に来た,gemini_ocr
2a2ubQ_RfWg,「底辺は一生底辺のままw」同窓会でビールをかけたいじめっ子社長 黒スーツの男「組長、ご無沙汰しております」「え？」,gemini_ocr
2cIXTkPqVaM,「警察を呼びます！」と逆ギレする嫁に 私は笑顔でこの家の家賃を請求 その翌日、請求された金額を見て泣きついてきた,gemini_ocr
2d21XJ_6NNc,真冬の公園で母子に全財産を渡したら→5年後、とんでもない結末に…,gemini_ocr
2hlqwUvuKA0,人生の温もり 「これは、お父さんの夢の車…？」 14歳の少女が修理した30年前の赤い車,gemini_ocr
2mxhUgLDYSs,「ジャマ！」と人事部長に蹴られた70歳の清掃員 翌週、全役員100名に下りた号令に怯え震えた,gemini_ocr
2niujLzgp_8,嫁「ここは私たちの家ですから！」私が5千万預金を解約した翌日彼らの家に差し押さえ通知が届いた,gemini_ocr
2oow7iDlNjA,「100万円になりますw」女将に見下される女性 女性「…わかりました」女将「助けて…！」,gemini_ocr
2pE_ufx_qSA,ホームレスに廃棄の弁当をあげた料亭の店員 翌日彼の前に大企業のCEOがやってきて,gemini_ocr
2qzqfkdgblY,100円足りず母の誕生日ケーキが買えない少女が諦めて帰ろうとした次の瞬間…,gemini_ocr
2rDx1f3txWg,真冬の川に突き落とされる17歳の少女 30年後、いじめっ子と再会した結果...,gemini_ocr
2s65y7GLrkQ,入院中の俺を「クビだ」と笑った部長 俺は会社の基幹システムを完全停止 直後、部長の携帯を着信拒否した結果..,gemini_ocr
2uN5XNKxk1I,会長の娘と貧乏な学生が1週間人生を交換した結果 起きた奇跡...!,gemini_ocr
2wBq_N7hkF4,「貧乏人は帰れ！」銀座寿司店で罵倒した店長 老夫婦が名前を言った瞬間、店内全員が絶句...,gemini_ocr
2wbT6_sxFTY,娘の旦那に嫌がらせする義母は知らなかった 彼が家のローン月50万円払っていたことを,gemini_ocr
2xet0FwZFY0,毒親に家を追い出されてヤクザに拾われた俺→19年後、実家に若頭として突撃した結果…,gemini_ocr
2zaknbkthsQ,「場違いじゃない？w」ゲラゲラ笑うボスママ 数分後、電話1本で駆けつけた人物に全員真っ青に,gemini_ocr
3-ZZe8dl2es,「元受刑者は信用できない」罵倒された老職人 数日後、工場前に高級車が止まり大企業のCEOが現れ,gemini_ocr
30KLqIAHLVw,「たこやき1こだけくだしゃい」 5円玉を差し出すボロボロ少女 廃業寸前店主が60個あげた結果,gemini_ocr
33hk64N3Aok,「ママ、しゃむいよ」中卒が理由で解雇され震える母娘 元請けの社長が月給70万で雇った結果,gemini_ocr
35ocCOI7cD4,「無料で食ってけ」 施設から逃げたボロボロの双子にラーメンを提供した亭主が「脱げ」の一言でが凍りついた,gemini_ocr
36KoDx-AtkQ,「お帰りください」スマホショップであしらわれたおじいさん 「ずいぶん変わったね、この店も」店長が凍りついたーー,gemini_ocr
38TuItvYxEU,娘の葬儀に“愛人”を連れてきた婿 葬儀場で聞いた保険金という一言から 「これは事故じゃない」と確信し母の静かな復讐が始まった,gemini_ocr
39ZWdJhGLJc,田舎道でお婆さんの車を修理した16歳の整備士 翌日、店の前に高級車が続々と集まり..,gemini_ocr
3Bj893ffcn0,ヤクザの愛犬を救った借金地獄の学生 翌日、パワハラ職場にヤクザが現れ..,gemini_ocr
3DMSPclWZDY,年金生活の老夫婦を嘲笑する金持ち同級生 翌朝、老夫婦の姿が消えた,gemini_ocr
3DboLOU2iXw,家事から少年を救い 右目の視力を失った貧乏女子高生 10年後、面接先の若手社長「その右目、まさか…」,gemini_ocr
3DkChKJU21s,真冬の夜、コンビニ裏で野宿する貧乏姉妹 天涯孤独のヤクザが家に泊めた結果,gemini_ocr
3GJ-SYTdM2I,18歳で両親を失い12歳の妹を一人で育てた兄→10年後の妹の結婚式当日、彼女が語る真実…,gemini_ocr
3KDO7eBwdUI,財閥の娘だが成績最下位の素行不良ギャル 廃業寸前の漁師が仕事を手伝ってもらった結果…,gemini_ocr
3LQf4NlVHUA,「そんなボロ布で」高級呉服店で冷遇されたおばあさんだがその生地を光にかざした瞬間、全員が凍りついた—,gemini_ocr
3O-685ZLy6k,「今睨んだろ？」半グレに絡まれる老人 3分後ヤクザが現れ「お前ら覚悟しろ」,gemini_ocr
3O2ioOs-MGw,人生は七色 魚屋の父親がピアノに触れると、人々は嘲笑した しかし、彼が天才的な技術を披露した途端…,gemini_ocr
3P01xkjoKNE,「中卒のくせに！」米大卒女社長に解雇された俺 翌朝、年間1000億の契約が白紙になり…,gemini_ocr
3PAicpFdYuE,「親のすねかじりは出ていけ！」と言われたので言う通りにした結果→実家が大惨事にw,gemini_ocr
3PjJoURD44A,「ダンナの稼ぎが悪いと可哀想w」貧乏人と見下しマウントを取る元同級生 私「マンション2棟建てたけど、何か？」同級生「え？」,gemini_ocr
3XxZ7UcY0Rw,「あなた、何者？」窓際族の俺に突然、美人部長が迫ってきた,gemini_ocr
3aUHfxMODGQ,溺れそうな子供を救いズブ濡れの貧乏就活生 大手航空会社の最終面接に遅刻した結果…,gemini_ocr
3bWvGZjetw8,「食っていきな！」財布を失くしたアラブ人 翌日、潰れた寿司店に高級車が現われ…,gemini_ocr
3c1kh9ySb-M,席札「中卒無能野郎」に会場爆笑 新郎一族に笑い者にされた俺、翌日 美人秘書「社長、あの会社潰しますか？」,gemini_ocr
3e9NOH9snk0,真冬に氷水をかけられた貧乏女子高生 20年後、同窓会で再会した結果...,gemini_ocr
3edSrUeammA,「じいさん！会員制だよw」 ゴルフ場で追い出された直後、 「会長！探しましたよ！」→支配人「え？」,gemini_ocr
3gcPy6Z56Iw,44歳の俺が15歳年上の保育士にプロポーズ 上司「お母さん連れてくるなよ」→結果…,gemini_ocr
3hMYDXIlev8,「先食べてるわよ！」タダ食い狙いのボスママにランチ会に誘われた私 私「もうみんな来てますよ」ボスママ「え？」,gemini_ocr
3i9Pnk1-xMg,ヤクザ事務所に間違い電話する少女 若頭と大量の部下が突撃した結果..,gemini_ocr
3mURL03o4-E,「英語で言ってみw」同僚に無茶ぶりされる中卒の彼女 たったひと言で全員が凍りついた...,gemini_ocr
3mqlYEn-ZXQ,「汚ないし帰ってくれる?w」同窓会でゲラゲラ笑う同級生 翌日、夫の会社の社内会議で全員が凍りつく...,gemini_ocr
3oWirwi2NGA,人生の温もり 「お爺ちゃん、やめるよ…」 清掃員の祖父に育てられた10歳の少女 5年後、ウィーンで最初に呼んだ名前とは,gemini_ocr
3qkByXimx10,「ここに強い人がいるって聞いて…」 全身あざだらけの少女がヤクザ事務所を訪問 翌日、少女の家の前に10台の黒塗りの高級車が現れ…,gemini_ocr
44AxY1RHxnE,「英語で何か言ってみろよ」社内プレゼンで公開侮辱された老婆 たった一言で海外役員全員が顔面蒼白,gemini_ocr
47l7ectSo48,「パパ、お宝いっぱいだね」 廃業寸前で大ピンチの町工場の二代目社長 IQ200の娘の一言から奇跡の展開が…,gemini_ocr
49LAgeuhw8s,アメリカのIT企業で侮辱された日本人の少女 しかし、少女がパソコンを触ると3秒後...！,gemini_ocr
4DvCC0PnmoU,「定年後、毎日が楽しみに変わった！」心理学が教える老後が明るくなる3つの習慣とは？,gemini_ocr
4H3ndqEo8UY,9年間いじめられ続けてきためがね女子 あえていじめっ子たちと同じ高校に進学した結果...,gemini_ocr
4HKcz9YQQXg,「一生底辺ねw」同窓会で見下された数分後 美人秘書「会長！探しましたよ！」→同級生「え？」,gemini_ocr
4IUKu0q51a4,「お前の親も貧乏なんだろうなw」 歓迎会で新人を侮辱した部長 「では呼びます」即電話した結果,gemini_ocr
4UiM-biJ3L8,「旦那がヤクザ？それで脅してるつもりw？」 同窓会で社長夫人に家族ごと晒された私(60歳)一本の電話で会場は地獄絵図,gemini_ocr
4YnAlfgZBo4,「サービスするからお願い」独身の俺がキャバ嬢を泊めたらとんでもないことに,gemini_ocr
4b44uDEmiXc,「どけ爺さん遅えんだよ」煽り運転のチンピラ ヤクザ事務所の前で煽り倒した結果..,gemini_ocr
4d0UEn-SdqY,「中卒のガキはトイレ掃除しとけw」 20歳女性新入社員を侮辱した東大卒部長 転職後、彼女の正体に部長が凍りついた,gemini_ocr
4eLgXHAxf7o,同じ顔が三人!? 47年前に捨てられた三つ子… そして、母の正体が明らかに—,gemini_ocr
4gjCxauWVJk,「貧乏人に払えます？」高級料亭で見下された老夫婦「納品全面停止で」女将が震えだし...,gemini_ocr
4hybAU7Vn4w,「お金無くて…」看板娘「麺のびたやつ食べて」→20年後、変わり果てた彼女の姿に驚愕…,gemini_ocr
4k8IcZcUUAA,「明日から来なくていい」派遣OLが帰り支度すると、社長が「あなたではありません」,gemini_ocr
4ksqjtUgk0M,人生は七色 「おなかすいたよ…」 路地裏でゴミ箱を漁るボロボロの少女にパン屋の夫婦があたたかい食事を与えた結果…,gemini_ocr
4lPkXMCBOXE,バキュームカー運転手の父がバイオリンに触れると嘲笑された しかし、彼が“音楽界の伝説”だと知ると…,gemini_ocr
4qGl6vSWaxI,「中卒は仕事してなさいw」社長令嬢から「社員旅行に来るな」と置き去りに翌日、全責任者が私だと判明した結果…,gemini_ocr
4rILcaKb8II,「他銀に変える？ご自由にw」融資を断られた老人 「本当にいいんですね？」1兆円が消え銀行閉鎖に,gemini_ocr
4s0soMWR_YE,「100円でもできる?」貧乏少女をカットした見習い美容師。翌日、少女の父親が現れて…,gemini_ocr
4s2zTtuLivA,「底辺女は来る資格なし！帰れw」 社長令嬢にスーツ引き裂かれた貧乏新人 直後、会長「お嬢様！」全員が凍りつく,gemini_ocr
4sIw5XXLgbM,「待てねぇなら契約白紙なw」 遅刻した元請けが嘲笑→全社員即撤退 翌朝、違約金5000万で元請け土下座,gemini_ocr
4sykau9u1Eo,助けたおばあさん、実は… 廃業寸前の工場長が大事な商談当日 駅で老婆を助けたら→まさかの結果に,gemini_ocr
4tQgDeN0TiY,老舗旅館の門番のおじいさんが三味線を手にすると皆が笑ったが、最初の一音が響いた瞬間—,gemini_ocr
4tx6H_kLxUg,人生の温もり 17年前のいじめっ子が私の部下になった 「楽しかったよね」私は一日も忘れていない,gemini_ocr
4wY9poFvxVw,「財布落したよ」アザだらけの少女 大雨の夜、お礼に家に連れて帰ったら…,gemini_ocr
4wkf-9tMVl0,山本は入口の様子を見て,gemini_ocr
501WHbhrXyA,「これを直すだけでご飯をくれるのかい？」 ホームレスの老婆がベンツを5分で修理した結果…,gemini_ocr
52ciYk3LcCI,「素人が何言ってる」と怒鳴られた貧乏女子高生 食中毒の危機を察し完璧に見抜いた,gemini_ocr
55pHdK7Nfs4,息子夫婦からの絶縁宣言 私は即座に全ての援助を止めた 翌日、息子夫婦の会社は倒産し全てが終わった,gemini_ocr
57JpwAlxJmk,人生は七色 施設育ちが理由で婚約破棄された20代のOL 公園のホームレスに全てを打ち明けた結果,gemini_ocr
58IWkBRBnIw,豪雨で冠水した道で老婆を救った貧乏女子高生 翌日、学校の前に黒塗りの高級車が現れ…,gemini_ocr
59Ic1I1DhnQ,山で遭難した老人を助けた新人仲居 翌日、旅館に黒塗りの高級車が到着し...,gemini_ocr
59p4-ejwyqQ,「清掃員は社員食堂を使うな」 大企業の部長に侮辱された68歳女性 彼女を見た瞬間会長が顔面蒼白！,gemini_ocr
5A7a3-SDGh8,「のろまジジィ」と笑った若手社員たち ドイツ人CTOの一礼に会議室が凍りついた,gemini_ocr
5ACRqrpQW0c,万引きお爺さんを助けた貧乏な女性店員 後日、スーパーの前に黒塗りの高級車が現れ,gemini_ocr
5BGltEhJJfc,「汚いから帰ってくれない？」 同窓会で未亡人の元同級生を罵った社長夫人 翌日、会社が特許侵害で300億を請求され絶望を見る,gemini_ocr
5ChW_p3O4ns,「働かせてください…」 廃業寸前のパン屋が日本人少女を雇った結果、まさかの展開に…,gemini_ocr
5F0sQQfLnCI,「僕は水でいいです…」 水しか飲まないボロ服兄に無償で大盛チャーハンを振る舞った結果…,gemini_ocr
5KwdBAJgb_0,ホームレスに廃棄の弁当をあげた店員 翌週、彼女の前に大病院の院長がやってきて,gemini_ocr
5Tdjas2Y944,娘の開業祝いに行くと店内でポツン「銀行の元上司にドタキャンされて…」俺は即電話「今すぐ頭取に繋げ」,gemini_ocr
5XBIgGqB1us,「お帰りください」孫の口座作成を拒否されたおじいさん 「では全口座を解約で」その一言に、全行員が凍りついた--,gemini_ocr
5Z2BC-FTZ7g,「その格好でお任せだ？」場違いな若者 しかし、彼が一枚の紙を差し出すと・・,gemini_ocr
5ZjkmWxOLI0,普段だらしない父がヤクザに一言「組長呼べ」父の正体に顔面蒼白…,gemini_ocr
5epvvKMkHT4,ボロボロ漁船を無償で直した20歳 後日、漁村全体が震えたまさかの・・,gemini_ocr
5lHGbfZojYk,孫の婚約者の本性を見抜くために老婆のふりをして空港に落とし物を,gemini_ocr
5lYE3HLj5ms,「無能はクビだ！」と中途社員へ鬼電した部長 海外出張中に社長のスマホと入れ替えた結果…,gemini_ocr
5nFtYqDGLVM,「この子怖い」と親戚に捨てられた少女 実はIQ200の天才だと判明した結果…,gemini_ocr
5oinBFu4Ai8,人生は七色 廃業寸前の天ぷら屋が育児放棄された兄妹にタダ飯を食わせてあげた結果、15年後…,gemini_ocr
5q22L0fLrbs,峠道でお爺さんの車を無償で直した整備士 後日、店に訪れた男性から衝撃の…,gemini_ocr
5syd2pjsIp8,社運をかけた商談当日父の形見をつけていくと大企業の社長「その時計どこで！？」,gemini_ocr
5tDUmw8FQ8A,ヤクザの命を救った極貧中学生 翌日、病院前に黒塗りの高級車10台が…,gemini_ocr
5xVNKkUMu3E,人生は七色 「おじいさん待って!」老人に落とし物を届けた貧乏就活生が最終面接に大遅刻した結果…,gemini_ocr
