video_id,channel,title,view_count,published_at,fetched_at,thumbnail_url
9e0l2N133H8,静かなる英雄たち,「邪魔だ、どけ！」大学病院で蔑まれた清掃員のおじいさん。だが誰も成功できなかった手術を、その老人が執刀すると、医師たちは凍りついた――。,18754,2025-12-15T07:30:09Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/9e0l2N133H8/maxresdefault.jpg
zKhcy_b9LQA,人生スカッと物語,「銀行を変えたい？やれるもんなら、お好きにどうぞw」老婆を見下し 300万の融資を断る銀行員…翌朝、支店長の膝がガクガク崩れ落ち…,18726,2025-10-09T02:19:38Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/zKhcy_b9LQA/hqdefault.jpg
tTOPbi9rROs,人生のしおりTV,両親を亡くした少年と友達になった33歳独身の俺→1カ月後、偶然再会した初恋相手の店に少年が現れ「ただいま！」俺「え？」【感動する話】,18445,2026-04-13T11:00:00Z,2026-08-17 18:00:50,https://i.ytimg.com/vi/tTOPbi9rROs/maxresdefault.jpg
H38MBo-nFaI,人生色々TV,「いいから食べて」所持金500円の汚れた母娘…10年後、浮浪者となった屋台店長の前に現れたのは・・・,18423,2025-09-30T06:00:23Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/H38MBo-nFaI/maxresdefault.jpg
w5jIhroSHIo,静かなる英雄たち,「邪魔なんで」大手商社で見下された掃除のおじいさん。だが5時間後、彼がプライベートジェットで現れるとーー。,18261,2025-08-12T11:01:47Z,2026-08-17 18:00:55,https://i.ytimg.com/vi/w5jIhroSHIo/maxresdefault.jpg
dLk7rnQPofM,人生のしおりTV,交通事故で両親を亡くし、心を閉ざした俺→13年後、行きつけのBARで出会った美女が「私のこと覚えてる？」【感動する話】,18187,2026-05-05T11:00:00Z,2026-08-17 18:00:50,https://i.ytimg.com/vi/dLk7rnQPofM/maxresdefault.jpg
h-F8AUPJH-o,人生逆転ドラマシアター,見下されていた一流百貨店の清掃員のお爺さんが流暢なアラビア語を話し始めた途端、全員が愕然とした。,18144,2025-12-31T11:30:52Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/h-F8AUPJH-o/hqdefault.jpg
6diaEj_tako,人生逆転ドラマシアター,「中卒の貧乏人は、夫の銀行に来ないでよｗ恥ずかしいから」同窓会で頭取の妻にバカにされた私（60歳）、「最後の用事だけ済ませて、二度と行きません」→銀行パニック、家庭崩壊の末路,17916,2026-03-28T11:30:04Z,2026-04-18 11:25:00,https://i.ytimg.com/vi/6diaEj_tako/mqdefault.jpg
PsDBGXxWBzE,人生色々TV,意識不明の老人を助けた貧しい母娘…後日、ボロアパートの前に高級車が現れドアから・・・,17860,2025-09-11T01:00:24Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/PsDBGXxWBzE/maxresdefault.jpg
MYT_jaDWaxA,人生逆転ドラマシアター,振込依頼書をビリビリにされた老人が起こした“銀行崩壊劇”【800億円流出】,17769,2025-12-08T11:30:20Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/MYT_jaDWaxA/hqdefault.jpg
iIrhMN2i1iw,人生逆転ドラマシアター,理不尽に耐え続けた清掃員が逆転する瞬間…内線1番で全てがひっくり返った話,17586,2026-01-10T11:30:43Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/iIrhMN2i1iw/hqdefault.jpg
3hH9av8sRmY,愛しき人の人生日記,「英語できないだろ？」アメリカ顧客の前でバカにされた契約社員…しかし彼女が口を開くと会議室が凍りついた,16812,2026-03-09T06:00:05Z,2026-04-08 07:01:08,https://i.ytimg.com/vi/3hH9av8sRmY/mqdefault.jpg
P21x43JoW8Q,人生のしおりTV,土砂降りの夜、俺の物置小屋でうずくまる母娘→放っておけず、40歳の独身猟師が一晩泊めてあげた結果…【感動する話】,16776,2026-04-26T12:15:00Z,2026-08-17 18:00:50,https://i.ytimg.com/vi/P21x43JoW8Q/maxresdefault.jpg
P3hmHMDbyoI,静かなる英雄たち,「100円で天ぷら買えますか？ お母さんに食べさせたい」廃業寸前の天ぷら屋にボロボロの少女が来店。72歳店主が豪華天ぷらを渡した結果……,16725,2026-04-20T08:00:22Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/P3hmHMDbyoI/maxresdefault.jpg
NRG0ScZoDO0,人生逆転ドラマシアター,【教訓】孫が働く銀行で起きた出来事に、祖父が示した「人の価値は数字では測れない」という答え,16667,2026-04-22T11:30:20Z,2026-05-02 20:25:15,https://i.ytimg.com/vi/NRG0ScZoDO0/mqdefault.jpg
JG5j7Nh-Bjw,静かなる英雄たち,「こんな貧乏くさい弁当...キャンセルで」100食をドタキャンされ泣き崩れる若夫婦とそれを見ていた常連の老人。だが後日、黒塗りの高級車が3台弁当屋の前に現れるとーー。,16649,2026-03-24T13:30:32Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/JG5j7Nh-Bjw/maxresdefault.jpg
KvXLKxC9d3w,人生逆転ドラマシアター,予約したのに“消された”老夫婦の静かな抗議——高級寿司店で消された名前と食べられなかった一貫の真実,16270,2026-01-07T11:30:30Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/KvXLKxC9d3w/hqdefault.jpg
oNiC5Rf8BGs,仁義と人生の部屋,「全部潰してやる」ヤクザが脅した老女→翌日、1人で事務所に乗り込み果たし状を叩きつけた瞬間、全員が凍りついた【スカッとする話】,16212,2026-02-10T12:20:59Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/oNiC5Rf8BGs/hqdefault.jpg
IIIwEGkLCBw,感動スカっと人生録,「あなたの代わりはいくらでもいます」突然クビになった派遣ＯＬ－3億の不正を黙ってみていた理由とは…,16188,2026-04-05T04:00:18Z,2026-05-02 20:25:17,https://i.ytimg.com/vi/IIIwEGkLCBw/mqdefault.jpg
zV3uGrtuynQ,人生逆転ドラマシアター,銀行で3億円を引き出そうとしたら、ボケ老人の戯言と嘲笑されたおじいさん。全財産3000億円を引き出すと、銀行が破綻する事態にまで発展！,16169,2025-11-04T11:31:04Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/zV3uGrtuynQ/hqdefault.jpg
RmTfvG3AETU,人生逆転ドラマシアター,「バイトしてんの？甲斐性なしの旦那呼んでみなよｗ」同窓会で銀行役員婦人の同級生に家族を見下された私60歳）、「あなた、あの銀行の奥様がお呼びです」10分後…,16057,2026-03-04T11:30:20Z,2026-04-03 07:37:11,https://i.ytimg.com/vi/RmTfvG3AETU/hqdefault.jpg
GnQAVjJYVFw,静かなる英雄たち,「お会計、大丈夫ですか？」三つ星レストランで質素な老夫婦を笑った料理長。「もう卸しません」だが老人の言葉に凍りついた——。,16054,2026-04-30T04:30:08Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/GnQAVjJYVFw/maxresdefault.jpg
FBPJgDUNcw4,人生逆転ドラマシアター,「中卒の清掃員のくせに私に逆らうの？」東大卒女部長にクビにされた清掃員のおじいさん70歳──翌日、100億の契約破棄！罪のなすりつけ合いで会社崩壊！,15973,2026-03-18T11:30:22Z,2026-04-15 08:17:16,https://i.ytimg.com/vi/FBPJgDUNcw4/mqdefault.jpg
A6lHnmSI9Cg,静かなる英雄たち,「汚い手で触るな」高級パン屋を追い出された掃除係のおばあさん。だが閉店寸前のパン屋で震える手が生地に触れた瞬間、全員が言葉を失った――。,15817,2026-02-16T08:00:12Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/A6lHnmSI9Cg/maxresdefault.jpg
ft9FcDODnSU,人生逆転ドラマシアター,【教訓】還暦の同窓会で気づいた「人の価値は肩書きでは決まらない」,15781,2026-04-25T11:30:25Z,2026-05-02 20:25:15,https://i.ytimg.com/vi/ft9FcDODnSU/mqdefault.jpg
B1BsKIZFHPo,面白きかな人生,豪雨の峠でエンスト車を修理してくれた整備士見習いの女性。翌朝、工場に黒塗りの高級車が殺到し…【面白きかな人生】,15747,2025-08-03T02:00:19Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/B1BsKIZFHPo/hqdefault.jpg
iEk7saA7VZM,人生逆転ドラマシアター,高学歴の女役員に見下されクビにされた中卒の男──1年後、高級料亭で再会し元女上司が凍りついた,15608,2025-12-25T11:30:52Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/iEk7saA7VZM/hqdefault.jpg
_nDu-beICZo,愛しき人の人生日記,実は営業1位の実力者と知らず派遣社員と見下した新社長。即日退職し着信拒否した結果、会社は倒産の危機に！,15542,2026-02-08T06:00:26Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/_nDu-beICZo/maxresdefault.jpg
-xn5D1aeO18,人生逆転ドラマシアター,「私の父は頭取よ？悔しいなら会長でも呼んでみなさいよ」と銀行員に見下された清掃員のおばあさん。「…わかりました」と即電話をかけた結果…,15536,2026-03-14T11:30:00Z,2026-04-13 07:01:09,https://i.ytimg.com/vi/-xn5D1aeO18/mqdefault.jpg
7USBhBS1vPg,人生色々TV,浮浪者に１枚のビスケットを渡した少女が夜逃げの事態に…極貧となり段ボールで過ごす母娘の前に現れたのは•••,15511,2025-10-05T04:10:42Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/7USBhBS1vPg/maxresdefault.jpg
ISdGRKMZc70,人生逆転ドラマシアター,一流企業の部長が、“社員食堂のお婆さん”を嘲笑 → 翌日、土下座で全社員が静まり返った理由,15343,2025-12-09T11:30:30Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/ISdGRKMZc70/hqdefault.jpg
5ulCrwP8cB8,静かなる英雄たち,「邪魔なんだよ」廃業寸前のケータリング会社で蔑まれた掃除のおばあさん。だがスタッフ全員が逃げた300人の宴会に、おばあさんが現れると——。,15282,2026-04-06T11:00:08Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/5ulCrwP8cB8/maxresdefault.jpg
CeqV1Ebc7lQ,静かなる英雄たち,「中国語なんて分かるはずない」掃除婦のおばあさんを笑った若手社員。だが彼女の完璧な北京語の返しに全員が凍りついた――。,15181,2025-06-02T23:52:49Z,2026-08-17 18:00:55,https://i.ytimg.com/vi/CeqV1Ebc7lQ/maxresdefault.jpg
fb1qe4trSk4,静かなる英雄たち,「邪魔だ、触るな」大手ディーラーで蔑まれた洗車係のおじいさん。誰も直せず絶望した瞬間「15分だけ、時間をくれ」老人が静かに言うとーー。,14666,2026-03-13T11:01:18Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/fb1qe4trSk4/maxresdefault.jpg
9olujGORdog,人生色々TV,家出して一文無のずぶ濡れ老婆に大将が寿司と汁をご馳走したら…廃業寸前の店が異常事態に・・・,14327,2025-10-22T06:00:08Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/9olujGORdog/maxresdefault.jpg
XgtrrMVZC5g,愛しき人の人生日記,「あ、お姉ちゃんだ！」少女を助け面接に遅刻した貧乏就活生…不採用になった翌日､電話がかかってきて…,14205,2026-02-02T06:00:25Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/XgtrrMVZC5g/maxresdefault.jpg
1nk5pPTHt2Y,人生色々TV,「温かいうちに」浮浪者へ自腹でコーヒーを渡したバイト…翌日、店長が激怒でクビになると・・・,14142,2025-10-04T01:00:01Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/1nk5pPTHt2Y/maxresdefault.jpg
mDD8cZCEHiI,面白きかな人生,「こんな残飯食えるか！」と罵倒された社食のおばあさん。翌朝、年商300億の筆頭株主と分かり取締役全員青ざめた【面白きかな人生】,14066,2025-08-12T02:00:50Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/mDD8cZCEHiI/hqdefault.jpg
xdpK9OT72eY,人生逆転ドラマシアター,高級店で鼻で笑った若手銀行員が気づいた“老兵の本気”――7000億円の報復劇,13989,2025-11-30T11:31:03Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/xdpK9OT72eY/hqdefault.jpg
H61_xzCZWdY,人生ドラマ館,授業参観でボロ服清掃員の父を見てゲラゲラ笑う保護者たち。父｢10億の支援はやめます｣保護者｢え？！…｣,13985,2025-11-18T05:45:01Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/H61_xzCZWdY/hqdefault.jpg
-CoRRDkDg84,静かなる感動劇場,泥棒扱いされた少女。ヤクザ組長が教室に現れたら全校が凍りつき…【スカッと感動する話】,13745,2026-04-06T08:00:00Z,2026-08-17 18:00:43,https://i.ytimg.com/vi/-CoRRDkDg84/maxresdefault.jpg
fd5e1ysWE8o,感動スカっと人生録,初出勤5分遅刻で即クビになった「施設育ちの新人」──翌日、その上司は言葉を失った,13696,2026-03-17T04:00:46Z,2026-04-15 08:17:44,https://i.ytimg.com/vi/fd5e1ysWE8o/mqdefault.jpg
H60fRTc-IyQ,仁義と人生の部屋,少年をイジメから助けたヤクザ。彼の名前を聞いた時、まさかの事実が発覚→２週間後、少年の自宅に20台の高級車が...【感動する話】,13472,2025-12-29T15:31:22Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/H60fRTc-IyQ/hqdefault.jpg
RMWzsOdYgkE,人生ドラマ館,「貧乏人が高級品に触らないで」高級百貨店で女子高生を軽蔑した店員…翌朝、百貨店の社長が店に来て明かされた正体に泣いて謝罪することに…,13406,2025-09-23T09:00:43Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/RMWzsOdYgkE/hqdefault.jpg
iCuVLhyksm4,人生逆転ドラマシアター,軽トラックで来店したおじいさんを追い出した輸入高級車ディーラーの店長。翌日本国CEOから連絡があり⋯,13265,2025-10-15T11:30:48Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/iCuVLhyksm4/hqdefault.jpg
HvMZxBtJ5Wc,人生のしおりTV,廃業寸前の老舗ホテルを父から継いだ女性社長→ホテルの前で倒れ込む元エリート銀行員を雇った結果…【感動する話】,13002,2026-04-28T11:00:00Z,2026-08-17 18:00:50,https://i.ytimg.com/vi/HvMZxBtJ5Wc/maxresdefault.jpg
yGIRUgbSsS4,人生色々TV,彼女の家庭が最悪の事態へ…人生に絶望しかけたその時、突如高級車が現れて降りてきたのが・・・,12970,2026-02-02T09:01:21Z,2026-05-26 13:44:43,https://i.ytimg.com/vi/yGIRUgbSsS4/maxresdefault.jpg
mNmqr7CWKbc,人生スカッと物語,財布を忘れたお婆さんに電車代250円を払った貧乏学生。翌日、アパートの前に黒塗りの高級車が現れて・・・,12886,2025-08-31T12:21:43Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/mNmqr7CWKbc/hqdefault.jpg
UWXIr0QC8yw,愛しき人の人生日記,私の正体を知らずに恵方巻き180本をドタキャンした大企業の部長。翌日、仕出屋の女性店主の正体に凍りつく…,12617,2026-02-04T06:00:27Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/UWXIr0QC8yw/maxresdefault.jpg
7pPcJSBiLdw,人生ドラマ館,高級寿司店でボスママに侮辱されたシングルファーザー　5分後、１本の電話で駆け付けた人物に店内が凍り付く…,12577,2025-11-23T05:45:01Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/7pPcJSBiLdw/hqdefault.jpg
F7nzNuaJwbM,人生ドラマ館,「お前に迎えなんて来るわけねぇだろw」バスに置き去りにされた地味な転校　30分後、VIPとしていじめっ子の前に現れ…,12236,2025-12-14T05:45:01Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/F7nzNuaJwbM/hqdefault.jpg
onkA3yckHT8,人生スカッと物語,線路内で倒れたおばあさんを助けた母子家庭の少女。翌日、人生が大逆転した奇跡の話,12033,2025-09-10T02:00:53Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/onkA3yckHT8/hqdefault.jpg
RIbtMdpsMUs,静かなる英雄たち,「お帰りください」高級寝具店であしらわれた老夫婦。「寝具1000セットだけど」30分後、担当者が凍りついたーー。,11783,2025-07-28T10:30:16Z,2026-08-17 18:00:56,https://i.ytimg.com/vi/RIbtMdpsMUs/maxresdefault.jpg
mp72f26DRSE,人生色々TV,「お代はいいから食べて」財布を盗られフラフラの老婆…この出会いが奇跡を呼ぶとは、まだ誰も知らない・・・,11760,2025-10-02T06:00:43Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/mp72f26DRSE/maxresdefault.jpg
SP3IJ831x2Y,人生スカッと物語,「中卒はクビｗ」契約社員を嘲笑したエリート部長。 翌日、電話が鳴り響き会社中が凍りついた…,11583,2026-02-07T13:13:04Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/SP3IJ831x2Y/hqdefault.jpg
05mDSgvrltQ,人生逆転ドラマシアター,銀行員に笑われたおじいさん──わずか千円の取引が、やがて巨大銀行を震撼させることになる。,11482,2025-11-09T11:30:01Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/05mDSgvrltQ/hqdefault.jpg
o_tO_WOGsrs,人生色々TV,1分後に現れた父を見て、エリート部長は廃人と化しました…,11347,2026-01-15T09:01:20Z,2026-05-26 13:44:43,https://i.ytimg.com/vi/o_tO_WOGsrs/maxresdefault.jpg
d97X1G1MJrU,人生逆転ドラマシアター,清掃員のお婆さんに牛乳をかけた部長は知らなかった。彼女がヤクザ組長の妻だったとは,11273,2026-04-04T11:30:37Z,2026-05-02 20:25:15,https://i.ytimg.com/vi/d97X1G1MJrU/mqdefault.jpg
3fYR76O-1Ck,感動スカっと人生録,「中卒は雇うな」新役員のたった一言でクビになった28歳女性ー3か月後、拾った社長は…,11238,2026-03-30T04:00:08Z,2026-04-18 11:25:26,https://i.ytimg.com/vi/3fYR76O-1Ck/mqdefault.jpg
bX6uokovqUM,愛しき人の人生日記,障害を持つ娘が高級寿司屋で軽蔑された 次の瞬間、店主が「お帰りください」と追い出したのは...,11235,2025-11-24T06:00:37Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/bX6uokovqUM/maxresdefault.jpg
yMXadHjF6-g,人生ドラマ館,「元ヤンの父なんてかわいそうw」授業参観でゲラゲラ笑う保護者たち　父「御社との取引は白紙で」保護者「え？…」,11201,2025-12-02T05:45:09Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/yMXadHjF6-g/hqdefault.jpg
vjyyaS7RUSE,人生色々TV,財布を奪われた老人に食費千円を渡した貧しい女子高生…後日、スーツ姿の男性が目の前に現れると・・・,11132,2025-09-17T06:00:51Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/vjyyaS7RUSE/maxresdefault.jpg
AnzEBX-jo28,静かなる英雄たち,「あなたに魚の何が分かるの？」水産会社の社長令嬢に嘲笑されクビにされた清掃員のおじいさん。だが後日、彼の正体が明かされたとき、令嬢が凍りついたーー。,11078,2025-12-10T09:00:15Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/AnzEBX-jo28/maxresdefault.jpg
bXN5vLdsQOg,愛しき人の人生日記,義父になるとは知らず、倒れていた老人を助けたOL。翌日､会社の前に黒塗りの高級車が現れて…,10999,2026-01-08T06:00:37Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/bXN5vLdsQOg/maxresdefault.jpg
yr5PdHhnvr8,人生逆転ドラマシアター,1億円を下ろしに来て銀行員全員に笑いものにされたお爺さん。一本の電話をした瞬間、銀行は大混乱へ,10687,2026-04-18T11:30:49Z,2026-05-02 20:25:15,https://i.ytimg.com/vi/yr5PdHhnvr8/mqdefault.jpg
uFeQbC5uPBY,人生逆転ドラマシアター,「年寄りは客じゃない」エリート銀行員の一言に凍りついた老紳士─翌日、“30社5000億”一斉解約で本店が崩壊寸前,10529,2026-04-08T11:30:49Z,2026-05-02 20:25:15,https://i.ytimg.com/vi/uFeQbC5uPBY/mqdefault.jpg
qU7xvXjGGUU,人生色々TV,財布を盗られた老人に帰りのバス代を渡す貧乏就活生…後日、30回目の面接で大遅刻するとそこに現れたのは・・・,10477,2025-10-14T06:00:49Z,2026-05-12 14:55:00,https://i.ytimg.com/vi/qU7xvXjGGUU/maxresdefault.jpg
TfeWzfFWWWM,愛しき人の人生日記,車椅子で転倒した老人を助け面接に遅れ不採用となった貧乏就活生。翌日、ボロアパートに黒塗りの高級車が続々と現れて…,10416,2025-12-20T06:00:25Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/TfeWzfFWWWM/maxresdefault.jpg
CeKTlgI-UKU,人生スカッと物語,「お帰りください」銀行で孫の口座開設を拒否されたお婆さん。「では全口座を解約で」その一言に、全行員が凍りついた…,10394,2025-10-18T06:46:22Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/CeKTlgI-UKU/hqdefault.jpg
EZ7j6ND5ZAQ,静かなる英雄たち,「会長でも呼んでみろ」大手メーカーで蔑まれ続けた派遣社員の女性。「——呼びましたか」守衛のおじいさんが静かに歩み出ると...。,10357,2026-03-20T08:00:26Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/EZ7j6ND5ZAQ/maxresdefault.jpg
VPu-GBPaZfA,人生色々TV,その車から降りてきたのはまさかの人でした…この出会いが母娘の人生をとんでもないことに•••,10299,2025-12-24T09:00:50Z,2026-05-26 13:44:43,https://i.ytimg.com/vi/VPu-GBPaZfA/maxresdefault.jpg
uDR7K9u_nZ4,人生ドラマ館,人混みの中、迷子になり周囲に無視され、泣いていた子どもを助けた金髪ギャル。翌日、警察署から突然電話で呼び出され…,10297,2025-12-16T05:45:04Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/uDR7K9u_nZ4/hqdefault.jpg
PRSyaC_0Z8w,人生逆転ドラマシアター,小さな弁当屋をバカにした一言が招いた結末 — 100食キャンセル翌日に“大契約消滅”,10271,2025-12-21T11:30:34Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/PRSyaC_0Z8w/hqdefault.jpg
IWGRm9Tx6O8,人生スカッと物語,社運を賭けた4億の商談で下請けを見下す元請部長「契約欲しけりゃ立ってろ！嫌なら帰れｗ」→「では失礼します」本当に帰った結果…,10083,2026-01-29T17:07:40Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/IWGRm9Tx6O8/hqdefault.jpg
u_tMRhj3krw,静かなる英雄たち,「皿洗いに何がわかる」豪華客船で蔑まれたおじいさん。だが海の上で300人のディナーが崩壊したとき「——少し、手伝ってもいいか」彼が鍋の前に立った瞬間、全員が凍りついた——。,10034,2026-03-31T01:30:28Z,2026-08-17 18:00:46,https://i.ytimg.com/vi/u_tMRhj3krw/maxresdefault.jpg
ndVuto9L_PM,愛しき人の人生日記,倒れていた老婆を助けた貧乏女子高生。翌日、学校の前に黒塗りの高級車が現れ…,9994,2025-12-07T06:00:57Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/ndVuto9L_PM/maxresdefault.jpg
OgFV50mL3Sg,人生の輝き,「ババアは預金するな」と６時間放置されて窓口を閉められたお婆さん。「私が預金しなかったら…」その場でライバル銀行に1分ごとに送金し続けた結果,9902,2025-11-19T06:00:32Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/OgFV50mL3Sg/hqdefault.jpg
-3jBj_CU0LM,人生ドラマ館,「田舎の学生は黙ってなさい」理事長の孫と知らずに転校生を侮辱した担任教師　翌朝、校門前に黒塗り高級車が続々と現れ…,9891,2025-12-18T05:45:00Z,2026-03-18 17:01:01,https://i.ytimg.com/vi/-3jBj_CU0LM/hqdefault.jpg
-sACZaiFWXY,人生スカッと物語,大きな荷物を持つお婆さんを助け、面接に遅刻した母子家庭就活生。不採用にされた翌日、自宅に黒スーツの人物が現れ…,9810,2025-10-11T04:17:07Z,2026-03-06 16:43:58,https://i.ytimg.com/vi/-sACZaiFWXY/hqdefault.jpg
n7RpxEgTUP0,人生のしおりTV,病気で盲目になった娘を支えた継父→11年後、末期がんで余命宣告された父が”遺したもの”とは…【感動する話】,9735,2026-03-26T11:00:00Z,2026-08-17 18:00:50,https://i.ytimg.com/vi/n7RpxEgTUP0/maxresdefault.jpg
7knRj3kQyJ4,静かなる感動劇場,「お家を取らないで！」少女を救うヤクザ。激怒した組長の永久追放→10年後の奇跡【スカッと感動する話】,9728,2026-04-11T06:00:08Z,2026-08-17 18:00:43,https://i.ytimg.com/vi/7knRj3kQyJ4/maxresdefault.jpg
